symbol,SL6124,SL6125,SL6126,SL6641,SL6662,SL6670,SL7380,SL7401
DEFB135,0,0,1,1,1,1,0,0
DEFB136,0,0,7,2,2,5,0,0
DEFB4A,0,0,2,0,0,0,0,0
DEFT1P,0,0,0,0,0,0,0,0
DEFT1P2,0,0,0,0,0,0,0,0
DEGS1,816,948,991,1855,1711,1953,3337,1198
DEGS2,224,227,194,709,551,698,813,442
DEK,858,1045,2030,2155,1690,2673,3237,1125
DELE1,857,1010,1661,1892,1958,1865,2657,1010
DELEC1,6,2,22,14,4,4,2,6
DENND10,285,276,599,677,606,760,1000,403
DENND11,2117,2479,2073,3999,5088,4671,7649,2386
DENND1A,1508,1899,2151,4787,3719,3677,4566,2190
DENND1B,368,321,456,823,1172,1207,1532,416
DENND1C,181,243,579,1079,509,767,466,389
DENND2A,742,908,2141,2082,1268,1820,2704,896
DENND2B,826,1169,2904,2369,1625,1875,2572,1272
DENND2C,71,86,191,280,178,170,180,134
DENND2D,23,89,203,72,24,21,36,50
DENND3,472,1846,2313,1976,873,1551,1331,1341
DENND4A,633,857,1446,1316,1074,1028,2072,933
DENND4B,4002,5195,6103,13307,10217,11484,10049,6099
DENND4C,764,934,1364,1901,1605,1606,2619,1047
DENND5A,4105,4270,7499,9205,7661,7863,13088,3809
DENND5B,2128,3039,3051,6097,7194,6340,8940,2938
DENND5B-AS1,3,6,26,13,17,21,12,4
DENND6A,224,213,414,605,410,563,749,317
DENND6A-DT,1,4,16,11,5,4,1,3
DENND6B,1411,1706,2285,4394,3019,4267,4025,2413
DENR,785,999,1221,2062,1801,1952,3144,1315
DEPDC1,1,4,14,8,5,2,8,6
DEPDC1-AS1,1,1,7,3,0,0,0,2
DEPDC1B,10,7,18,15,11,13,31,6
DEPDC4,14,14,30,41,24,25,47,17
DEPDC5,444,532,590,1051,980,996,1334,566
DEPDC7,15,12,35,39,33,106,110,17
DEPP1,242,1909,11935,1175,352,845,479,2523
DEPTOR,233,202,228,449,510,496,586,133
DERA,113,171,273,282,212,336,504,132
DERL1,541,592,686,1084,1055,1086,2034,774
DERL2,227,265,665,537,439,711,936,455
DERL3,65,86,220,183,107,113,123,78
DES,21,61,278,34,42,36,59,48
DESI1,1349,1658,1935,3402,2971,2811,4905,2053
DESI2,568,587,545,1146,1213,1129,2213,945
DET1,135,151,170,371,322,288,586,181
DEUP1,20,22,9,52,13,14,56,11
DEXI,4,4,11,17,6,10,10,6
DFFA,1216,1197,3574,3694,2553,3237,3842,1554
DFFB,108,89,262,245,170,236,276,162
DFFBP1,2,0,4,5,0,6,1,1
DGAT1,763,857,1735,1927,1763,2489,2409,1120
DGAT2,494,960,725,2065,1542,1603,2056,905
DGAT2L6,1,1,8,6,1,1,2,2
DGAT2L7P,0,0,8,3,2,1,0,0
DGCR11,34,22,65,61,53,61,66,26
DGCR2,5076,5764,6423,14154,12023,13504,16642,6979
DGCR5,276,259,584,639,794,830,650,173
DGCR6,544,676,1243,1739,886,2119,1908,428
DGCR6L,383,452,852,1180,842,1417,1289,571
DGCR8,450,411,991,1153,894,1231,1429,612
DGKA,588,816,1226,1180,1259,1212,1817,1268
DGKB,3680,7576,3187,13522,15522,12414,17008,5696
DGKD,2114,2054,2571,3439,3931,3977,6717,3020
DGKE,818,809,1190,2391,2307,2434,3019,973
DGKG,651,1152,943,884,765,845,1967,980
DGKH,3469,3886,3280,9670,12311,9972,12177,5125
DGKI,1718,2807,1564,4534,5616,3995,6181,2395
DGKQ,1432,2062,2905,4728,3553,5245,4693,2869
DGKZ,7755,10706,17293,37111,23283,33014,21911,11919
DGKZP1,104,149,262,492,316,998,364,236
DGLUCY,1689,1644,3473,3187,2954,3378,4865,1894
DGUOK,199,289,456,593,517,681,944,486
DGUOK-AS1,9,8,9,13,9,17,6,19
DHCR24,4984,7743,3238,14312,15520,11964,17942,7067
DHCR7,1041,1180,1999,2369,2055,2342,3236,1755
DHDDS,640,687,1244,1496,1541,1666,2141,926
DHDH,14,21,68,64,31,66,78,45
DHFR,147,153,290,407,403,432,530,148
DHFR2,241,295,220,683,656,702,967,322
DHH,3,5,7,9,3,6,8,2
DHODH,220,187,522,450,298,381,533,281
DHPS,763,1020,2051,2509,1683,2936,2911,1575
DHRS1,160,156,346,311,326,567,370,280
DHRS12,168,132,462,436,197,326,468,242
DHRS13,39,73,254,83,72,98,124,103
DHRS2,9,4,19,13,21,7,24,6
DHRS3,451,877,1397,1559,1114,1817,1545,376
DHRS4,47,53,124,200,151,167,220,68
DHRS4-AS1,142,123,159,334,268,280,461,167
DHRS4L1,18,7,29,35,21,42,24,6
DHRS4L2,83,93,128,291,280,298,287,103
DHRS7,483,571,976,911,838,1160,1658,603
DHRS7B,171,216,445,483,372,617,610,302
DHRS7C,0,2,6,3,1,0,1,1
DHRS9,18,24,26,47,33,45,87,10
DHRSX,136,180,483,477,277,298,448,219
DHTKD1,674,678,1243,1233,1377,1281,2231,879
DHX15,1150,1328,2119,1993,2269,2550,3696,1549
DHX16,542,712,1409,1575,1531,1652,1754,785
DHX29,723,801,1460,1666,1691,2062,2438,1024
DHX30,3305,4349,5158,9275,8527,9594,10846,4772
DHX32,176,248,422,410,370,467,724,278
DHX33,497,616,704,1162,1227,996,1629,791
DHX33-DT,1,0,4,3,3,2,1,0
DHX34,629,593,2910,1443,1094,1985,1284,753
DHX35,201,231,328,446,358,458,643,300
DHX36,2238,2431,3884,5820,6098,6882,8172,3597
DHX37,419,558,1183,1216,1114,1306,1274,660
DHX38,1175,1448,2817,2992,2720,3113,3744,1659
DHX40,467,595,781,1313,1012,1118,1827,612
DHX40P1,0,0,0,0,0,2,0,0
DHX57,580,614,825,1143,1124,1185,1864,887
DHX58,255,349,897,780,507,730,692,371
DHX8,692,960,1495,1619,1603,1475,2318,1001
DHX9,2362,3063,2974,4927,5010,4644,9430,2829
DIABLO,46,36,142,133,81,129,128,58
DIAPH1,2200,2864,2132,6089,5559,5471,7801,3308
DIAPH1-AS1,2,3,16,9,2,6,6,4
DIAPH2,775,1206,1135,1946,2171,1827,3490,1338
DIAPH2-AS1,8,6,37,28,12,21,15,3
DIAPH3,24,15,52,59,54,50,126,21
DIAPH3-AS1,1,1,1,2,0,0,0,0
DICER1,1255,1365,1957,2368,2598,2556,4554,1638
DICER1-AS1,130,83,263,220,124,289,282,156
DIDO1,984,960,1754,2221,1924,2211,3267,1285
DIMT1,1154,1107,1122,2575,2154,2523,3833,1321
DIMT1P1,2,1,4,0,1,0,0,0
DIO1,7,0,25,23,10,18,10,9
DIO2,316,665,1372,205,371,712,1038,961
DIO2-AS1,1,1,10,7,4,4,4,2
DIO3,57,106,733,123,114,122,383,249
DIO3OS,137,328,635,485,453,813,649,794
DIP2A,1294,1059,2779,2592,2662,3283,3663,1280
DIP2A-IT1,11,4,24,16,12,18,20,9
DIP2B,2622,2866,4203,4114,4545,4288,6646,1893
DIP2C,2280,2739,3767,3921,4803,4245,8187,3233
DIP2C-AS1,30,20,166,64,28,89,60,61
DIPK1A,837,958,978,1675,1719,1842,2995,911
DIPK1B,226,261,575,950,591,801,945,488
DIPK1C,423,401,639,954,1091,1822,1717,391
DIPK2A,320,351,239,623,644,671,1129,216
DIPK2B,177,260,722,1122,549,747,805,250
DIRAS1,1949,3503,3846,7769,6608,7324,7806,3099
DIRAS2,1331,2136,812,3491,3449,2830,5826,1566
DIRAS3,1371,1160,582,1294,1300,1331,6300,2546
DIS3,562,739,947,1342,1222,1303,2252,931
DIS3L,1006,1182,1411,2020,1986,1726,2930,1060
DIS3L2,469,529,831,1314,998,1324,1544,708
DIS3L2P1,0,0,2,2,0,0,0,0
DISC1,186,218,233,315,298,277,540,181
DISC1-IT1,4,0,18,19,4,8,6,3
DISC1FP1,3,1,13,6,3,2,1,1
DISP1,199,110,314,297,342,344,564,198
DISP2,1162,1172,1448,2247,2892,1854,3082,1083
DISP3,477,845,1372,2019,1508,1882,1979,639
DIXDC1,1583,1545,1800,2734,2771,2526,5706,1614
DKC1,446,608,1159,1228,980,1263,1669,862
DKFZP434H168,9,12,36,15,14,21,20,5
DKK1,9,10,9,20,5,14,15,11
DKK2,14,27,61,30,25,18,47,9
DKK3,25813,37941,27727,84508,76157,74944,100482,37626
DKK4,0,3,8,4,2,4,4,0
DKKL1,4,6,9,8,2,3,4,8
DLAT,815,1040,969,1850,1816,1796,3029,1006
DLC1,1892,2765,4719,6988,8351,7997,7999,2898
DLD,1004,1208,1254,2130,2475,2364,4472,1784
DLEC1,527,678,142,1360,516,323,522,189
DLEU1,30,22,157,103,60,110,98,45
DLEU2,38,20,93,93,62,121,89,34
DLEU7,85,145,90,248,204,270,371,138
DLG1,2150,2045,3490,4741,4739,5201,8151,3111
DLG1-AS1,1,1,10,6,1,0,1,0
DLG2,3255,3901,3601,7728,7399,7287,13209,4715
DLG3,2109,2561,1700,4689,4677,3879,7540,3053
DLG3-AS1,1,0,5,3,2,6,2,0
DLG4,16360,18947,20476,52902,41332,41171,47317,28193
DLG5,858,979,2212,1542,1164,1190,2230,983
DLGAP1,1803,3287,2097,6253,4836,3909,7125,2815
DLGAP1-AS3,9,5,83,19,18,21,15,16
DLGAP1-AS5,18,19,181,53,27,62,58,44
DLGAP2,1134,1364,1372,3373,3439,3648,4529,1728
DLGAP2-AS1,2,3,21,10,4,7,5,6
DLGAP3,4156,6211,6579,27258,17039,16829,14003,6299
DLGAP4,4405,5347,5310,14151,12159,10922,14067,7956
DLGAP4-AS1,16,13,60,39,22,27,24,19
DLGAP5,2,1,20,8,5,1,1,1
DLGAP5P1,0,0,0,0,0,0,0,0
DLK1,33,30,9,15,13,13,73,16
DLK2,196,202,254,597,489,727,690,334
DLL1,185,242,380,360,428,497,645,223
DLL3,147,138,146,224,182,231,565,324
DLL4,132,367,1868,479,345,755,429,617
DLST,1067,1342,2437,2346,2196,2699,3627,1868
DLX1,77,83,151,158,118,159,300,74
DLX2,12,15,28,47,31,41,90,25
DLX2-DT,0,0,4,2,0,3,1,0
DLX3,3,3,3,19,3,2,5,0
DLX4,2,13,43,41,9,7,15,25
DLX5,93,84,146,280,184,242,413,130
DLX6,322,349,430,847,838,1019,1170,617
DM1-AS,28,16,56,36,18,57,26,25
DMAC1,389,467,551,940,912,1278,1769,713
DMAC2,438,603,1189,1663,1089,1477,1554,812
DMAC2L,241,245,483,704,538,743,1002,393
DMAP1,862,841,1939,2083,1667,2675,2481,1282
DMBT1,16,15,20,32,21,29,57,10
DMBT1L1,1,6,10,9,0,0,1,4
DMBX1,0,0,4,4,1,0,5,2
DMC1,13,15,49,41,20,28,42,20
DMD,970,1270,1515,2414,2091,1757,3365,891
DMGDH,83,108,180,138,173,209,278,141
DMKN,190,240,994,933,467,776,425,411
DMP1,2,3,10,3,0,1,0,3
DMPK,1162,1155,5580,3740,2692,5437,3103,1950
DMRT1,1,1,11,5,0,1,0,1
DMRT2,10,9,13,37,26,50,41,2
DMRT3,0,3,2,36,5,2,2,0
DMRTA1,11,8,28,38,32,57,55,18
DMRTA2,3,5,14,17,4,3,11,4
DMRTB1,0,1,3,1,0,0,0,0
DMRTC1B,4,3,9,12,2,7,11,11
DMRTC2,5,3,9,3,2,0,0,0
DMTF1,1300,1173,2240,2428,1867,2428,3602,1496
DMTN,9235,10875,13587,34285,25068,32761,34539,17399
DMWD,2279,2728,5081,9183,6044,7182,6359,3519
DMXL1,1156,1337,1057,2419,2524,1911,3828,1322
DMXL2,2015,2269,1418,3265,4333,2850,6945,2107
DNA2,49,28,158,86,41,67,92,54
DNAAF1,602,841,693,1704,571,634,884,451
DNAAF2,149,146,283,383,310,334,524,226
DNAAF3,50,89,20,170,59,23,61,5
DNAAF4,12,20,55,41,29,34,54,20
DNAAF4-CCPG1,0,0,0,0,0,0,0,0
DNAAF5,332,410,887,1030,655,806,976,419
DNAAF6,17,25,10,46,18,10,19,1
DNAH1,1186,1197,1677,2642,1993,2433,2036,898
DNAH10,507,552,859,1400,908,1140,1048,678
DNAH11,201,192,323,582,180,137,184,84
DNAH12,101,133,86,274,71,64,104,21
DNAH14,38,33,123,41,30,30,98,69
DNAH17,254,271,439,610,410,620,802,215
DNAH2,820,1091,1617,2892,1199,1310,1266,741
DNAH3,176,215,139,393,119,48,113,13
DNAH5,354,408,212,655,404,184,511,120
DNAH6,431,407,867,1165,684,725,1028,420
DNAH7,406,306,356,870,449,558,810,241
DNAH8,14,18,81,34,14,17,11,6
DNAH9,1121,1549,626,2915,1162,988,1665,490
DNAI1,181,229,374,593,189,298,299,157
DNAI2,69,121,27,227,97,60,59,6
DNAI3,119,149,35,287,95,52,115,5
DNAI4,120,122,119,332,135,146,214,45
DNAJA1,3307,4467,12901,6945,7006,8447,14739,5085
DNAJA1P1,0,0,3,2,0,0,0,0
DNAJA1P2,0,1,6,2,0,0,0,0
DNAJA1P4,1,1,3,4,0,2,1,0
DNAJA2,1299,1763,2119,3464,3402,4027,5826,2303
DNAJA3,1054,1327,2407,2866,2479,2733,3830,2085
DNAJA4,3707,4201,11529,8392,7451,8001,13700,5666
DNAJB1,1698,2842,56119,3022,2589,3216,4203,3807
DNAJB11,321,479,1812,807,743,922,1143,469
DNAJB12,816,898,1560,2209,1770,2049,2718,1218
DNAJB13,36,34,39,86,33,23,39,20
DNAJB14,1370,1607,1229,3212,3445,3229,5734,2036
DNAJB2,3555,4448,14658,9702,6963,10822,12078,4360
DNAJB3,0,1,0,0,1,0,0,0
DNAJB4,752,898,3109,2126,2137,2364,3051,1070
DNAJB5,499,702,1097,1074,1191,1143,2098,714
DNAJB6,788,808,2851,1708,1363,1663,3107,1028
DNAJB6P1,34,52,72,75,74,71,138,50
DNAJB6P4,0,0,1,0,0,1,0,0
DNAJB6P5,1,0,2,0,0,0,0,0
DNAJB6P7,0,0,2,4,4,4,1,3
DNAJB6P8,6,3,25,11,7,12,6,4
DNAJB7,4,4,7,20,16,15,29,4
DNAJB8,2,0,1,4,0,1,0,0
DNAJB8-AS1,0,0,0,0,1,0,0,0
DNAJB9,420,672,1890,1015,974,1289,1848,984
DNAJC1,184,221,1023,583,404,743,672,414
DNAJC10,1240,1559,1313,2748,2282,2437,4451,1525
DNAJC11,623,771,815,1616,1527,1465,2114,895
DNAJC12,309,358,567,804,632,964,1277,608
DNAJC13,815,1112,1231,1772,1753,1681,2791,950
DNAJC14,107,161,203,299,305,276,462,168
DNAJC15,746,889,1343,1910,1363,1414,2327,955
DNAJC16,657,695,687,1119,1308,919,2039,736
DNAJC17,78,75,188,212,129,196,254,149
DNAJC18,1532,1823,1876,3343,3335,3026,5115,2131
DNAJC19,262,259,457,718,648,904,1144,460
DNAJC19P4,0,0,2,0,0,1,0,0
DNAJC2,331,353,1007,844,671,1098,1219,591
DNAJC21,972,779,1765,2175,2016,2297,3696,1595
DNAJC22,31,50,57,116,81,83,131,22
DNAJC24,188,239,289,521,423,483,808,336
DNAJC25,110,180,326,347,300,333,504,203
DNAJC25-GNG10,0,0,0,0,0,0,0,0
DNAJC27,486,601,656,1049,1598,1294,2011,657
DNAJC27-AS1,101,92,124,205,128,146,344,129
DNAJC28,53,51,132,148,129,182,235,69
DNAJC3,619,812,1898,1323,1409,1299,2527,951
DNAJC3-DT,135,173,685,430,370,486,630,308
DNAJC30,211,214,456,641,489,652,819,368
DNAJC4,343,339,694,948,688,1007,1052,529
DNAJC5,7912,9703,10077,21975,19186,19143,26937,12278
DNAJC5B,1,1,11,4,2,5,0,0
DNAJC5G,1,3,16,10,4,2,3,4
DNAJC6,5509,7334,3285,10088,12072,8763,20161,5664
DNAJC7,1634,2063,3794,4538,4107,4982,6321,2931
DNAJC8,637,757,1361,1750,1531,2062,2789,1269
DNAJC9,67,82,163,155,148,169,286,105
DNAJC9-AS1,19,31,54,67,25,65,53,21
DNAL1,768,983,969,2582,1509,1636,3115,1155
DNAL4,511,588,907,1440,1142,1561,2049,1074
DNALI1,476,601,422,1142,551,439,1054,261
DNASE1,389,319,1588,1078,837,1272,1202,474
DNASE1L1,121,154,178,402,280,343,509,243
DNASE1L2,65,41,384,132,138,312,175,78
DNASE1L3,3,0,8,13,7,0,1,1
DNASE2,305,369,687,711,573,732,964,351
DNASE2B,10,4,22,24,14,14,33,16
DND1,0,0,0,0,0,0,0,0
DNER,3248,4504,3850,8039,6684,7756,12325,2862
DNHD1,588,598,884,1128,738,1187,1052,487
DNLZ,15,10,69,53,24,63,50,29
DNM1,12392,16616,16121,32955,28423,31455,40908,18977
DNM1L,3452,4369,3975,8107,8486,8025,13465,5009
DNM1P46,13,25,44,36,7,49,45,19
DNM1P49,0,0,2,0,0,0,0,0
DNM2,2589,3582,7076,8164,5819,8187,7496,3228
DNM3,3084,3959,2191,6986,7355,7341,11882,3863
DNM3-IT1,3,8,20,7,8,6,4,5
DNMBP,236,255,753,566,454,400,723,309
DNMBP-AS1,18,5,26,16,17,23,59,20
DNMT1,961,1260,1930,2769,2339,3074,3019,1261
DNMT3A,593,479,1472,1509,1174,1629,1568,777
DNMT3B,27,15,25,48,37,45,42,19
DNMT3L,4,5,25,7,4,2,14,1
DNMT3L-AS1,0,2,3,2,0,0,1,4
DNPEP,808,1186,2015,2690,2160,2840,2678,1252
DNPH1,206,237,502,625,530,844,999,539
DNTT,8,1,16,2,1,1,2,1
DNTTIP1,246,387,755,830,552,823,1044,469
DNTTIP2,616,860,2094,1728,1630,1987,2522,1096
DOC2A,655,1134,752,1896,1175,1451,1501,581
DOC2B,272,303,280,532,590,400,1227,433
DOCK1,2062,1891,4404,3942,3771,3943,6319,2066
DOCK10,1390,901,868,1507,1685,2218,4206,749
DOCK11,603,784,601,1155,1506,963,2744,696
DOCK11P1,0,0,1,3,3,2,1,1
DOCK2,81,370,75,324,148,146,321,41
DOCK3,3770,4933,3137,7808,9542,6882,12187,4451
DOCK4,2931,3841,3093,8079,10300,9153,11386,5161
DOCK4-AS1,12,7,39,27,13,35,31,18
DOCK5,712,601,776,1278,1606,2019,2376,413
DOCK6,562,706,2456,2118,1402,2090,1318,1205
DOCK7,911,1168,1608,1970,1823,1835,2974,922
DOCK8,211,412,171,512,218,344,422,80
DOCK8-AS1,7,7,12,15,4,13,21,2
DOCK9,1652,2110,3498,4009,3806,3506,5040,1747
DOCK9-AS1,3,0,5,2,2,7,4,3
DOHH,392,507,1298,1513,1199,2201,1548,780
DOK1,104,124,236,278,147,206,255,120
DOK2,1,8,19,17,5,13,11,1
DOK3,146,221,648,438,376,457,370,170
DOK4,285,272,368,634,586,748,932,411
DOK5,229,229,599,509,381,513,1059,248
DOK6,2348,2922,2920,7207,6360,5875,8812,3614
DOK7,89,109,380,422,253,406,161,91
DOLK,252,379,353,827,727,719,1139,391
DOLPP1,185,226,487,470,416,526,690,332
DONSON,122,141,298,283,210,326,347,246
DOP1A,928,888,1378,1599,1656,1420,2703,1137
DOP1B,789,915,1055,2007,1922,2098,2231,1120
DOT1L,586,588,1941,1871,1565,2384,1559,956
DPAGT1,340,459,696,782,719,792,1007,572
DPCD,223,235,538,563,454,709,764,364
DPEP1,2,6,7,33,10,4,0,2
DPEP2,61,23,61,192,114,167,157,14
DPEP2NB,1,3,14,6,1,0,3,0
DPEP3,8,12,14,20,6,31,13,7
DPF1,968,1085,2523,3028,2129,2949,3471,1599
DPF2,1354,1427,3371,2655,2481,3276,3382,1666
DPF3,162,147,369,373,327,365,549,130
DPH1,726,608,1895,1402,1516,2401,1817,1162
DPH2,438,564,961,1052,931,1258,1357,686
DPH3,417,497,817,1022,752,931,1508,466
DPH3P2,1,0,1,3,0,0,1,0
DPH5,104,106,145,180,160,205,430,172
DPH6,109,128,272,254,226,279,373,195
DPH7,365,314,1036,800,640,1206,956,638
DPM1,145,206,396,453,384,568,681,310
DPM2,404,675,1329,1534,1105,1610,1520,829
DPM3,30,33,95,112,55,122,134,109
DPP10,353,667,439,1323,1006,1164,1631,353
DPP10-AS1,16,29,38,84,35,95,47,21
DPP10-AS3,2,7,8,6,3,7,4,5
DPP3,204,291,680,601,426,625,662,273
DPP3P2,2,2,8,0,0,0,1,0
DPP4,5,5,19,15,9,11,21,4
DPP4-DT,0,1,0,0,0,0,0,0
DPP6,7036,11633,12416,28556,24686,26619,26265,11327
DPP7,1905,2492,6929,7248,4493,7967,6149,3898
DPP8,1635,1874,1934,4027,4218,4272,6465,2123
DPP9,630,683,1765,1759,1521,1710,1698,743
DPP9-AS1,16,5,48,23,21,27,14,20
DPPA2,0,4,7,2,1,0,0,1
DPPA2P1,0,0,0,0,0,0,0,0
DPPA3,1,3,7,1,0,1,0,1
DPPA3P2,3,0,3,7,2,1,3,0
DPPA3P3,0,1,1,3,0,0,0,1
DPPA4,9,19,45,24,16,15,28,10
DPPA5,2,1,7,9,1,0,0,1
DPPA5P2,0,1,3,2,1,0,0,0
DPRX,1,0,3,0,1,1,0,0
DPRXP4,6,0,2,13,8,5,9,3
DPRXP6,0,0,2,2,2,0,0,0
DPT,1,4,11,10,9,3,8,3
DPY19L1,359,653,406,853,535,675,1030,389
DPY19L2,227,162,277,464,321,537,556,300
DPY19L2P2,425,462,213,702,836,496,1204,290
DPY19L2P3,131,137,216,293,252,194,373,124
DPY19L2P4,72,54,130,124,77,140,186,106
DPY19L2P5,2,3,9,6,1,2,3,3
DPY19L3,1131,1599,1541,2101,2177,2247,4636,2501
DPY19L4,323,379,299,702,729,635,1350,360
DPY19L4P1,1,0,4,3,0,0,0,0
DPY19L4P2,0,0,8,0,1,0,0,0
DPY30,125,162,354,358,257,424,521,250
DPYD,120,128,163,236,156,221,389,111
DPYD-AS1,0,3,7,4,1,2,5,0
DPYD-AS2,1,1,1,2,1,3,1,0
DPYS,14,11,35,32,23,30,47,11
DPYSL2,11479,17656,20280,22867,21505,18733,35641,14120
DPYSL3,5060,7110,6670,12448,7642,6071,14418,5496
DPYSL4,1004,1516,3462,3810,2853,3715,3132,1634
DPYSL5,6014,8753,6532,19830,14869,14814,18526,12251
DQX1,11,3,24,12,7,11,16,5
DR1,728,930,1003,2134,1860,1910,2990,1029
DRAIC,35,39,93,85,54,74,107,62
DRAM1,86,111,280,192,130,158,266,125
DRAM2,236,308,453,605,436,578,542,335
DRAP1,418,650,1621,1943,1321,2251,2091,1052
DRAXIN,285,491,540,737,736,555,967,264
DRC1,140,328,41,636,96,72,248,41
DRC3,415,477,347,933,519,492,845,211
DRC7,194,227,124,518,201,164,318,79
DRD1,2224,2601,2019,6828,7751,5929,8910,3579
DRD2,4085,4735,4605,17962,14312,13034,16025,7923
DRD3,304,234,155,459,866,458,1332,391
DRD4,77,84,448,429,126,405,147,179
DRD5,34,97,103,277,199,203,161,29
DRG1,632,795,1404,1471,1410,1800,2471,1026
DRG2,650,639,1553,1554,1286,1801,1889,938
DRGX,2,3,9,10,2,2,3,1
DRICH1,4,8,43,17,13,45,28,10
DROSHA,1373,1902,1858,1858,3140,2868,4863,1874
DRP2,1477,1533,1644,3139,3644,2801,5255,2177
DSC1,7,7,18,18,15,17,30,6
DSC2,51,184,373,234,153,133,248,207
DSC3,2,4,20,6,8,0,3,4
DSCAM,481,668,889,1461,1125,1075,1776,659
DSCAM-AS1,2,0,8,4,4,10,1,3
DSCAM-IT1,1,5,25,13,4,17,7,4
DSCAML1,1241,1553,1878,4257,3593,3258,4017,1292
DSCAS,4,6,10,7,11,16,7,8
DSCC1,36,31,78,67,47,74,124,35
DSCR10,0,0,1,0,0,0,0,0
DSCR4,0,1,7,3,1,0,0,0
DSCR8,0,0,2,1,0,0,0,0
DSCR9,14,8,29,17,29,27,21,8
DSE,167,297,518,481,245,287,401,196
DSEL,637,618,706,1168,1256,1143,3258,885
DSG1,6,30,21,36,30,36,50,12
DSG1-AS1,0,1,3,7,0,0,1,0
DSG2,37,51,36,220,81,42,101,35
DSG2-AS1,1,7,11,2,0,0,2,1
DSG3,1,2,7,5,17,2,4,15
DSG4,3,2,5,2,1,1,0,0
DSN1,73,118,183,174,165,208,264,178
DSP,273,265,682,791,728,474,1154,415
DSPP,0,1,9,4,2,1,3,5
DST,18025,23353,63499,51595,39545,45500,61903,30876
DSTN,2771,3647,4187,7753,6312,8419,11761,4932
DSTNP2,54,42,124,101,67,108,207,77
DSTNP3,2,0,6,3,3,1,5,2
DSTNP4,0,0,1,1,0,1,2,0
DSTYK,2913,3119,3746,7379,7150,7748,11138,4380
DTD1,329,470,553,778,757,1015,1390,627
DTD1-AS1,4,2,17,3,5,7,4,2
DTD2,145,124,180,364,329,336,708,216
DTHD1,181,210,30,507,144,32,159,6
DTL,9,8,27,13,17,12,24,9
DTNA,7412,12342,17244,19718,14003,11546,23503,14501
DTNB,1069,1342,2178,3026,2533,2798,3870,1845
DTNBP1,783,1047,2390,2462,1811,2683,3146,2231
DTWD1,236,241,282,512,446,520,888,349
DTWD2,85,118,94,253,172,194,333,125
DTX1,1505,1732,3054,3862,3441,3566,5168,2106
DTX2,137,114,382,325,257,388,315,201
DTX2P1-UPK3BP1-PMS2P11,0,0,0,0,0,0,0,0
DTX3,2159,2580,5801,7483,5551,8515,7355,4020
DTX3L,193,354,992,351,274,353,512,413
DTX4,1097,1085,1630,2581,3019,3433,6962,755
DTYMK,104,105,321,279,184,338,305,151
DUBR,135,121,160,226,278,301,453,84
DUOX1,335,211,497,739,546,682,562,433
DUOX2,13,15,63,36,30,37,17,17
DUOXA1,23,19,52,34,33,31,27,14
DUOXA2,0,0,2,6,4,1,1,3
DUS1L,831,964,2377,2675,1929,3481,2339,1783
DUS2,137,146,275,279,236,326,421,229
DUS3L,211,332,611,825,807,1261,808,564
DUS4L,142,151,202,201,230,288,409,213
DUSP1,387,1121,1889,3636,1266,1788,1212,1194
DUSP10,79,65,130,133,163,201,240,46
DUSP11,121,171,347,320,232,355,493,247
DUSP12,98,107,220,170,193,259,348,146
DUSP13,3,1,6,7,2,1,1,1
DUSP15,96,136,351,395,295,408,445,227
DUSP16,481,538,824,1003,944,915,1615,448
DUSP18,135,113,287,374,273,279,350,132
DUSP19,266,219,224,570,560,539,872,417
DUSP2,132,96,170,423,381,531,536,113
DUSP21,0,0,4,3,1,0,0,0
DUSP22,970,1145,1852,2246,1810,2013,2953,1335
DUSP23,66,106,176,296,176,299,216,152
DUSP26,924,1065,1945,2758,1722,2749,3923,1445
DUSP28,116,99,336,268,200,261,285,162
DUSP29,0,2,2,1,0,8,1,0
DUSP3,1960,2932,3678,4925,4305,4078,7486,3060
DUSP4,275,195,109,193,852,396,1167,433
DUSP5,102,233,310,227,250,176,517,308
DUSP6,338,370,573,335,1044,1407,1182,664
DUSP7,834,824,896,2134,2141,2798,2550,760
DUSP8,4234,4495,6237,20430,12539,16189,13464,7162
DUSP9,211,206,418,452,377,549,701,373
DUT,361,368,688,835,646,1246,1227,577
DUTP3,1,0,4,1,1,3,0,2
DUTP4,1,0,0,0,0,0,0,0
DUTP6,2,1,6,14,6,19,11,8
DUTP7,3,2,8,7,5,8,6,4
DUX4L16,0,0,0,0,0,0,0,0
DUX4L17,0,0,0,0,0,0,0,0
DUX4L18,0,0,1,0,0,0,0,0
DUX4L19,0,0,0,2,0,0,0,0
DUX4L26,0,0,2,0,0,1,1,0
DUX4L27,2,10,2,9,9,4,7,6
DUX4L29,0,0,0,0,0,0,0,0
DUX4L31,0,0,1,0,0,0,0,0
DUX4L4,0,0,0,0,0,0,0,0
DUX4L45,2,1,2,2,0,0,0,0
DUX4L47,1,0,2,1,0,0,0,1
DUX4L9,0,0,1,1,1,1,1,1
DUXA,0,0,4,6,1,0,0,0
DUXAP1,6,3,3,10,2,3,5,6
DUXAP10,9,14,20,14,7,16,24,4
DUXAP11,0,0,1,2,0,0,0,0
DUXAP8,5,7,14,10,5,11,11,11
DUXAP9,5,11,6,10,10,14,7,4
DVL1,3046,3901,8367,13075,8991,14208,9300,5588
